140302,2,170311403022,1
140602,4,170311406024,3
831800,5,170318318005,1
140200,1,170311402001,1
140702,4,170311407024,1
140702,1,170311407021,1
140301,2,170311403012,1
160602,1,170311606021,2
843700,2,170318437002,1
160501,2,170311605012,2
050800,1,170310508001,1
051100,1,170310511001,2
210602,2,170312106022,2
050500,5,170310505005,1
160700,4,170311607004,1
051400,1,170310514001,1
210602,3,170312106023,1
160700,2,170311607002,1
210602,1,170312106021,1
160800,4,170311608004,1
210502,1,170312105021,1
841200,3,170318412003,1
310900,3,170313109003,2
301200,3,170313012003,3
600600,1,170316006001,1
600600,2,170316006002,1
842900,4,170318429004,4
310400,1,170313104001,3
310800,3,170313108003,2
840700,3,170318407003,3
840200,1,170318402001,2
840300,3,170318403003,1
310300,1,170313103001,2
840400,2,170318404002,3
840400,1,170318404001,1
600900,1,170316009001,1
841200,1,170318412001,1
600900,3,170316009003,2
840300,2,170318403002,1
283800,1,170312838001,1
310600,1,170313106001,1
843200,2,170318432002,1
310700,1,170313107001,2
841300,1,170318413001,1
842800,4,170318428004,2
580501,3,170315805013,4
580600,3,170315806003,3
630500,4,170316305004,1
630400,3,170316304003,1
580400,4,170315804004,2
580100,2,170315801002,2
630500,1,170316305001,2
630300,2,170316303002,2
580700,3,170315807003,1
580502,1,170315805021,1
580300,1,170315803001,2
580200,1,170315802001,2
580200,2,170315802002,2
842800,1,170318428001,1
580501,1,170315805011,2
620200,2,170316202002,1
580800,1,170315808001,1
630200,1,170316302001,1
630300,1,170316303001,1
620200,1,170316202001,1
580700,2,170315807002,1
630500,2,170316305002,1
570400,2,170315704002,1
630400,2,170316304002,1
570300,2,170315703002,1
081201,2,170310812012,1
200402,1,170312004021,2
250300,4,170312503004,1
190602,3,170311906023,1
230500,1,170312305001,3
191302,2,170311913022,3
250400,5,170312504005,1
250300,2,170312503002,3
191301,2,170311913012,2
191302,1,170311913021,1
191301,3,170311913013,1
190601,3,170311906013,1
190800,2,170311908002,2
200402,3,170312004023,1
190800,5,170311908005,2
190800,1,170311908001,1
250400,3,170312504003,1
831200,3,170318312003,1
250300,1,170312503001,1
250200,1,170312502001,1
611500,1,170316115001,1
843800,2,170318438002,16
611900,2,170316119002,5
612100,1,170316121001,14
611300,3,170316113003,7
612000,1,170316120001,8
839900,4,170318399004,1
611100,3,170316111003,2
611700,1,170316117001,8
835600,1,170318356001,8
835500,1,170318355001,6
611200,2,170316112002,2
611600,2,170316116002,8
611800,1,170316118001,10
611900,1,170316119001,12
611700,2,170316117002,4
611000,1,170316110001,11
611800,2,170316118002,1
611100,2,170316111002,2
612000,2,170316120002,6
610800,1,170316108001,2
590600,3,170315906003,2
590500,1,170315905001,3
836100,2,170318361002,2
842600,1,170318426001,1
842600,2,170318426002,5
611200,1,170316112001,6
610300,1,170316103001,3
843800,1,170318438001,2
839900,2,170318399002,1
611700,3,170316117003,1
835500,2,170318355002,2
835600,2,170318356002,2
610400,1,170316104001,6
611400,3,170316114003,5
611600,1,170316116001,2
611400,1,170316114001,1
611500,2,170316115002,1
590700,2,170315907002,3
610300,2,170316103002,1
611100,1,170316111001,1
630100,1,170316301001,1
832500,1,170318325001,1
070103,2,170310701032,1
071000,2,170310710002,2
071200,2,170310712002,1
170800,1,170311708001,1
171100,3,170311711003,4
151200,3,170311512003,2
150600,1,170311506001,5
170300,2,170311703002,1
150402,3,170311504023,1
170800,3,170311708003,1
170800,2,170311708002,1
190402,2,170311904022,2
151200,1,170311512001,1
170600,2,170311706002,2
030500,4,170310305004,2
030101,1,170310301011,1
030400,2,170310304002,1
292500,1,170312925001,5
841500,2,170318415002,6
290900,2,170312909002,8
300800,1,170313008001,3
301803,1,170313018031,5
301802,2,170313018022,4
292400,1,170312924001,3
300900,2,170313009002,1
843400,1,170318434001,10
301702,2,170313017022,1
301100,1,170313011001,4
300700,1,170313007001,4
292200,1,170312922001,4
291200,1,170312912001,6
840800,1,170318408001,1
841600,1,170318416001,7
841400,2,170318414002,2
301600,1,170313016001,1
841500,1,170318415001,5
838700,4,170318387004,5
290900,1,170312909001,1
290900,3,170312909003,10
301801,2,170313018012,2
290900,4,170312909004,6
292400,2,170312924002,3
843100,1,170318431001,1
300800,2,170313008002,3
301100,2,170313011002,2
292200,2,170312922002,4
841400,1,170318414001,5
838700,1,170318387001,2
292200,3,170312922003,2
292500,2,170312925002,1
292500,3,170312925003,1
838700,2,170318387002,2
301600,2,170313016002,1
221000,1,170312210001,2
230400,1,170312304001,2
221000,2,170312210002,3
220602,5,170312206025,1
221200,1,170312212001,1
221500,1,170312215001,2
240500,1,170312405001,2
222800,1,170312228001,1
220901,2,170312209012,1
240600,1,170312406001,1
831200,1,170318312001,2
222900,1,170312229001,1
220702,4,170312207024,1
222500,1,170312225001,1
220902,2,170312209022,1
241600,1,170312416001,2
243500,2,170312435002,1
243300,2,170312433002,1
243400,1,170312434001,1
671300,2,170316713002,4
671100,1,170316711001,23
671300,1,170316713001,33
671800,1,170316718001,10
670300,2,170316703002,7
835100,1,170318351001,2
660700,1,170316607001,16
834900,1,170318349001,8
671200,2,170316712002,13
671200,1,170316712001,6
671500,2,170316715002,11
672000,4,170316720004,11
670900,2,170316709002,14
670700,2,170316707002,4
670200,1,170316702001,20
834900,2,170318349002,6
671400,1,170316714001,13
671600,3,170316716003,6
670300,1,170316703001,10
670900,1,170316709001,5
661000,1,170316610001,6
670400,1,170316704001,10
670500,1,170316705001,10
670700,1,170316707001,3
661000,2,170316610002,1
671600,1,170316716001,5
671500,3,170316715003,10
672000,2,170316720002,9
672000,3,170316720003,10
671900,1,170316719001,11
672000,1,170316720001,13
670800,2,170316708002,16
671500,1,170316715001,8
670100,2,170316701002,7
671600,2,170316716002,3
670600,2,170316706002,5
670600,1,170316706001,4
671400,2,170316714002,3
670800,1,170316708001,7
671300,3,170316713003,3
670100,1,170316701001,1
660700,2,170316607002,1
010702,1,170310107021,1
010701,2,170310107012,1
010701,1,170310107011,1
080400,1,170310804001,1
081900,1,170310819001,1
020200,4,170310202004,1
020200,1,170310202001,1
020302,3,170310203023,1
020200,3,170310202003,1
240900,1,170312409001,3
242300,2,170312423002,3
831000,2,170318310002,1
242600,2,170312426002,2
241500,1,170312415001,1
242600,3,170312426003,1
241200,1,170312412001,1
242600,1,170312426001,1
231200,4,170312312004,6
250700,4,170312507004,1
251200,2,170312512002,1
842100,4,170318421004,4
251100,2,170312511002,2
230700,3,170312307003,9
251200,1,170312512001,2
230800,1,170312308001,1
231100,1,170312311001,5
250600,3,170312506003,3
251300,3,170312513003,1
250600,2,170312506002,4
250800,1,170312508001,1
231200,2,170312312002,10
836600,2,170318366002,5
836600,1,170318366001,3
230700,1,170312307001,2
230600,3,170312306003,1
230700,4,170312307004,3
251300,5,170312513005,2
842100,6,170318421006,2
842100,1,170318421001,2
231200,3,170312312003,3
842100,3,170318421003,1
230600,2,170312306002,3
251100,1,170312511001,2
231200,5,170312312005,1
230900,1,170312309001,1
251000,1,170312510001,1
230600,6,170312306006,1
230600,5,170312306005,1
842100,2,170318421002,1
230900,2,170312309002,1
251200,4,170312512004,2
230600,1,170312306001,1
250700,3,170312507003,1
510200,2,170315102002,4
510300,2,170315103002,9
510300,4,170315103004,15
460302,1,170314603021,8
510300,1,170315103001,6
460600,1,170314606001,4
480400,3,170314804003,7
460301,1,170314603011,12
460302,2,170314603022,7
460700,3,170314607003,10
460302,4,170314603024,10
460400,4,170314604004,5
520300,2,170315203002,2
450300,1,170314503001,15
510300,3,170315103003,2
460100,2,170314601002,4
520300,3,170315203003,1
520200,3,170315202003,4
460700,2,170314607002,1
460302,3,170314603023,5
460700,1,170314607001,7
520300,4,170315203004,7
460500,6,170314605006,5
480100,2,170314801002,5
480400,6,170314804006,3
480500,1,170314805001,2
460100,1,170314601001,14
460100,4,170314601004,5
460301,3,170314603013,10
460100,3,170314601003,4
460301,2,170314603012,11
460400,1,170314604001,7
520100,1,170315201001,8
460200,1,170314602001,2
480500,3,170314805003,1
510200,3,170315102003,2
461000,1,170314610001,4
833900,2,170318339002,8
460400,3,170314604003,4
480500,2,170314805002,5
460500,1,170314605001,3
520400,4,170315204004,2
450300,4,170314503004,5
460200,2,170314602002,2
520300,1,170315203001,1
520500,2,170315205002,1
838800,1,170318388001,2
460500,4,170314605004,1
510100,2,170315101002,3
480400,7,170314804007,1
460500,2,170314605002,1
480400,4,170314804004,1
460500,5,170314605005,1
